지점,지점명,일시,기온(°C),습도(%),
108,서울,2019-01-01 12:00,-2.8,47,36.00816
108,서울,2019-01-01 13:00,-1.5,49,37.35035
108,서울,2019-01-01 14:00,-1.7,51,36.77167
108,서울,2019-01-01 15:00,-1.5,46,37.8239
108,서울,2019-01-01 16:00,-0.9,45,38.73505
108,서울,2019-01-01 17:00,-1.8,48,37.12264
108,서울,2019-01-01 18:00,-2.7,45,36.47515
108,서울,2019-01-01 19:00,-3.2,45,35.8474
108,서울,2019-01-01 20:00,-3.9,42,35.51338
108,서울,2019-01-01 21:00,-4.6,36,35.78656
108,서울,2019-01-01 22:00,-5.4,43,33.47822
108,서울,2019-01-01 23:00,-6,48,31.7248
108,서울,2019-01-02 0:00,-6.7,50,30.4065
108,서울,2019-01-02 1:00,-7.2,52,29.32544
108,서울,2019-01-02 2:00,-7.8,54,28.09012
108,서울,2019-01-02 3:00,-8,55,27.599
108,서울,2019-01-02 4:00,-8.4,59,26.15256
108,서울,2019-01-02 5:00,-8.5,57,26.46745
108,서울,2019-01-02 6:00,-8.5,57,26.46745
108,서울,2019-01-02 7:00,-8.5,61,25.55885
108,서울,2019-01-02 8:00,-8.7,63,24.81781
108,서울,2019-01-02 9:00,-7.5,51,29.14525
108,서울,2019-01-02 10:00,-5.6,40,33.8264
108,서울,2019-01-02 11:00,-4.1,33,36.92053
108,서울,2019-01-02 12:00,-2.8,29,39.08112
108,서울,2019-01-02 13:00,-1.8,26,40.66068
108,서울,2019-01-02 14:00,-0.2,22,42.94844
108,서울,2019-01-02 15:00,0,23,43.011
108,서울,2019-01-02 16:00,0,22,43.154
108,서울,2019-01-02 17:00,-1,32,40.5972
108,서울,2019-01-02 18:00,-2.6,37,37.95062
108,서울,2019-01-02 19:00,-3.3,39,36.77587
108,서울,2019-01-02 20:00,-3.9,43,35.33177
108,서울,2019-01-02 21:00,-4.4,44,34.52736
108,서울,2019-01-02 22:00,-4.3,47,34.09521
108,서울,2019-01-02 23:00,-4.6,47,33.71262
108,서울,2019-01-03 0:00,-5.4,46,32.88884
108,서울,2019-01-03 1:00,-6.1,48,31.59628
108,서울,2019-01-03 2:00,-7,53,29.3781
108,서울,2019-01-03 3:00,-7.5,51,29.14525
108,서울,2019-01-03 4:00,-7.7,53,28.44381
108,서울,2019-01-03 5:00,-8,57,27.1546
108,서울,2019-01-03 6:00,-8.1,54,27.68674
108,서울,2019-01-03 7:00,-8.3,58,26.51714
108,서울,2019-01-03 8:00,-8.4,56,26.83104
108,서울,2019-01-03 9:00,-7.7,43,30.63611
108,서울,2019-01-03 10:00,-4.8,33,36.12484
108,서울,2019-01-03 11:00,-2.4,30,39.3532
108,서울,2019-01-03 12:00,-0.4,26,42.15504
108,서울,2019-01-03 13:00,1.1,22,44.28458
108,서울,2019-01-03 14:00,2.4,20,45.8592
108,서울,2019-01-03 15:00,2.9,20,46.3632
108,서울,2019-01-03 16:00,3.2,19,46.77692
108,서울,2019-01-03 17:00,1.5,20,44.952
108,서울,2019-01-03 18:00,-0.4,22,42.74288
108,서울,2019-01-03 19:00,-0.9,24,41.92516
108,서울,2019-01-03 20:00,-1.7,45,37.73065
108,서울,2019-01-03 21:00,-2.7,47,36.13569
108,서울,2019-01-03 22:00,-3.3,42,36.24886
108,서울,2019-01-03 23:00,-3.9,41,35.69499
108,서울,2019-01-04 0:00,-3.9,47,34.60533
108,서울,2019-01-04 1:00,-4.1,46,34.53386
108,서울,2019-01-04 2:00,-4.5,44,34.4028
108,서울,2019-01-04 3:00,-4.9,47,33.33003
108,서울,2019-01-04 4:00,-5.2,50,32.364
108,서울,2019-01-04 5:00,-5.5,47,32.56485
108,서울,2019-01-04 6:00,-5.8,50,31.581
108,서울,2019-01-04 7:00,-6,55,30.308
108,서울,2019-01-04 8:00,-6.1,54,30.37594
108,서울,2019-01-04 9:00,-5.4,49,32.29946
108,서울,2019-01-04 10:00,-3.5,40,36.359
108,서울,2019-01-04 11:00,-1.5,37,39.24455
108,서울,2019-01-04 12:00,-0.4,34,40.97936
108,서울,2019-01-04 13:00,1.1,40,41.9066
108,서울,2019-01-04 14:00,3.1,36,44.76784
108,서울,2019-01-04 15:00,3.9,40,45.2834
108,서울,2019-01-04 16:00,3,49,43.1783
108,서울,2019-01-04 17:00,2.7,61,41.39453
108,서울,2019-01-04 18:00,2.3,69,39.86713
108,서울,2019-01-04 19:00,1.5,74,38.0319
108,서울,2019-01-04 20:00,1.4,75,37.7485
108,서울,2019-01-04 21:00,1.4,75,37.7485
108,서울,2019-01-04 22:00,0.7,79,36.11747
108,서울,2019-01-04 23:00,0.1,81,34.87819
108,서울,2019-01-05 0:00,-0.2,80,34.5396
108,서울,2019-01-05 1:00,-0.4,81,34.07224
108,서울,2019-01-05 2:00,-1.5,75,33.24625
108,서울,2019-01-05 3:00,-2.2,75,32.1595
108,서울,2019-01-05 4:00,-2.9,65,32.78985
108,서울,2019-01-05 5:00,-3.8,61,32.20418
108,서울,2019-01-05 6:00,-4.5,58,31.7771
108,서울,2019-01-05 7:00,-4.6,50,33.147
108,서울,2019-01-05 8:00,-4.5,46,34.0277
108,서울,2019-01-05 9:00,-4.7,47,33.58509
108,서울,2019-01-05 10:00,-4,45,34.843
108,서울,2019-01-05 11:00,-2.8,38,37.54464
108,서울,2019-01-05 12:00,-2,34,39.1448
108,서울,2019-01-05 13:00,-0.7,30,41.2351
108,서울,2019-01-05 14:00,-0.5,25,42.19625
108,서울,2019-01-05 15:00,0.6,20,44.0448
108,서울,2019-01-05 16:00,0.4,21,43.70416
108,서울,2019-01-05 17:00,-0.3,21,42.99163
108,서울,2019-01-05 18:00,-1.5,23,41.45445
108,서울,2019-01-05 19:00,-2.1,26,40.34046
108,서울,2019-01-05 20:00,-2.6,28,39.46928
108,서울,2019-01-05 21:00,-2.9,28,39.14312
108,서울,2019-01-05 22:00,-3.9,31,37.51109
108,서울,2019-01-05 23:00,-4.8,35,35.7438
108,서울,2019-01-06 0:00,-5.5,37,34.53935
108,서울,2019-01-06 1:00,-6,37,33.9512
108,서울,2019-01-06 2:00,-6.3,38,33.39294
108,서울,2019-01-06 3:00,-5.9,37,34.06883
108,서울,2019-01-06 4:00,-5.7,35,34.70295
108,서울,2019-01-06 5:00,-5.6,36,34.62016
108,서울,2019-01-06 6:00,-5.4,35,35.0499
108,서울,2019-01-06 7:00,-5.3,38,34.57914
108,서울,2019-01-06 8:00,-5.7,39,33.90523
108,서울,2019-01-06 9:00,-5.2,38,34.69776
108,서울,2019-01-06 10:00,-4.2,35,36.4377
108,서울,2019-01-06 11:00,-1.3,31,40.41503
108,서울,2019-01-06 12:00,0.2,28,42.51344
108,서울,2019-01-06 13:00,1.6,21,44.92564
108,서울,2019-01-06 14:00,1.8,22,45.00404
108,서울,2019-01-06 15:00,2.1,21,45.43459
108,서울,2019-01-06 16:00,2.5,22,45.7235
108,서울,2019-01-06 17:00,0.8,28,43.16576
108,서울,2019-01-06 18:00,-0.9,28,41.31752
108,서울,2019-01-06 19:00,-1.7,35,39.32895
108,서울,2019-01-06 20:00,-2.3,48,36.48004
108,서울,2019-01-06 21:00,-3.1,48,35.45188
108,서울,2019-01-06 22:00,-3.7,49,34.50113
108,서울,2019-01-06 23:00,-3.8,48,34.55224
108,서울,2019-01-07 0:00,-4.1,45,34.71745
108,서울,2019-01-07 1:00,-4.3,51,33.35293
108,서울,2019-01-07 2:00,-4.5,55,32.33975
108,서울,2019-01-07 3:00,-4.9,56,31.60644
108,서울,2019-01-07 4:00,-5.2,57,31.00264
108,서울,2019-01-07 5:00,-5.5,59,30.19545
108,서울,2019-01-07 6:00,-5.9,57,30.04063
108,서울,2019-01-07 7:00,-6.2,56,29.83272
108,서울,2019-01-07 8:00,-6,52,30.9152
108,서울,2019-01-07 9:00,-5.4,51,31.90654
108,서울,2019-01-07 10:00,-2.3,46,36.81158
108,서울,2019-01-07 11:00,-0.5,40,39.977
108,서울,2019-01-07 12:00,0.6,33,42.26302
108,서울,2019-01-07 13:00,1.4,31,43.43066
108,서울,2019-01-07 14:00,1.7,34,43.38722
108,서울,2019-01-07 15:00,2.6,34,44.41916
108,서울,2019-01-07 16:00,2.7,31,44.88263
108,서울,2019-01-07 17:00,1.7,29,44.01807
108,서울,2019-01-07 18:00,0.6,34,42.12596
108,서울,2019-01-07 19:00,0.2,41,40.68018
108,서울,2019-01-07 20:00,-0.3,55,38.02865
108,서울,2019-01-07 21:00,-0.6,63,36.43078
108,서울,2019-01-07 22:00,-1.4,64,35.12696
108,서울,2019-01-07 23:00,-1.9,52,36.34688
108,서울,2019-01-08 0:00,-2.2,43,37.43246
108,서울,2019-01-08 1:00,-2.5,46,36.5585
108,서울,2019-01-08 2:00,-2.6,39,37.61314
108,서울,2019-01-08 3:00,-3.1,34,37.88354
108,서울,2019-01-08 4:00,-4.2,36,36.25312
108,서울,2019-01-08 5:00,-4.9,38,35.05362
108,서울,2019-01-08 6:00,-5.3,38,34.57914
108,서울,2019-01-08 7:00,-5.4,40,34.0676
108,서울,2019-01-08 8:00,-5.6,42,33.42952
108,서울,2019-01-08 9:00,-4.6,40,35.0324
108,서울,2019-01-08 10:00,-2.9,36,37.76944
108,서울,2019-01-08 11:00,-2.1,32,39.35772
108,서울,2019-01-08 12:00,-0.9,27,41.46943
108,서울,2019-01-08 13:00,-0.2,26,42.36852
108,서울,2019-01-08 14:00,-0.4,23,42.59592
108,서울,2019-01-08 15:00,0.3,20,43.7424
108,서울,2019-01-08 16:00,0.2,23,43.21854
108,서울,2019-01-08 17:00,-0.8,21,42.48268
108,서울,2019-01-08 18:00,-2,21,41.2612
108,서울,2019-01-08 19:00,-3.2,21,40.03972
108,서울,2019-01-08 20:00,-5,32,36.09
108,서울,2019-01-08 21:00,-5.7,34,34.90238
108,서울,2019-01-08 22:00,-6.6,35,33.6621
108,서울,2019-01-08 23:00,-7.1,34,33.29714
108,서울,2019-01-09 0:00,-7,34,33.4118
108,서울,2019-01-09 1:00,-7.5,34,32.8385
108,서울,2019-01-09 2:00,-7.7,34,32.60918
108,서울,2019-01-09 3:00,-7.6,31,33.37856
108,서울,2019-01-09 4:00,-8.3,32,32.37156
108,서울,2019-01-09 5:00,-8.8,33,31.57804
108,서울,2019-01-09 6:00,-9.2,35,30.6552
108,서울,2019-01-09 7:00,-9.3,36,30.30448
108,서울,2019-01-09 8:00,-9.3,37,30.06941
108,서울,2019-01-09 9:00,-8.6,35,31.3491
108,서울,2019-01-09 10:00,-6.2,31,34.94222
108,서울,2019-01-09 11:00,-3.6,27,38.56072
108,서울,2019-01-09 12:00,-2.4,25,40.187
108,서울,2019-01-09 13:00,-1.9,23,41.03937
108,서울,2019-01-09 14:00,-0.8,20,42.6336
108,서울,2019-01-09 15:00,0.7,19,44.28167
108,서울,2019-01-09 16:00,0.8,20,44.2464
108,서울,2019-01-09 17:00,-0.4,22,42.74288
108,서울,2019-01-09 18:00,-2,24,40.7728
108,서울,2019-01-09 19:00,-2.8,27,39.42256
108,서울,2019-01-09 20:00,-3.4,29,38.42286
108,서울,2019-01-09 21:00,-4,30,37.582
108,서울,2019-01-09 22:00,-4.2,30,37.3606
108,서울,2019-01-09 23:00,-4.4,30,37.1392
108,서울,2019-01-10 0:00,-4.3,31,37.06433
108,서울,2019-01-10 1:00,-4.1,31,37.28771
108,서울,2019-01-10 2:00,-3.9,31,37.51109
108,서울,2019-01-10 3:00,-4.2,30,37.3606
108,서울,2019-01-10 4:00,-4,29,37.7646
108,서울,2019-01-10 5:00,-4.1,30,37.4713
108,서울,2019-01-10 6:00,-4.2,31,37.17602
108,서울,2019-01-10 7:00,-4.3,30,37.2499
108,서울,2019-01-10 8:00,-4.1,32,37.10412
108,서울,2019-01-10 9:00,-3.8,33,37.26154
108,서울,2019-01-10 10:00,-2.2,32,39.24504
108,서울,2019-01-10 11:00,-1,32,40.5972
108,서울,2019-01-10 12:00,2,36,43.4848
108,서울,2019-01-10 13:00,2.2,43,42.86954
108,서울,2019-01-10 14:00,1.9,39,42.99559
108,서울,2019-01-10 15:00,2.3,50,42.1515
108,서울,2019-01-10 16:00,2.7,51,42.55723
108,서울,2019-01-10 17:00,2.2,54,41.53612
108,서울,2019-01-10 18:00,1.5,60,39.826
108,서울,2019-01-10 19:00,1,65,38.4585
108,서울,2019-01-10 20:00,0.8,69,37.62748
108,서울,2019-01-10 21:00,0.6,75,36.5065
108,서울,2019-01-10 22:00,0.6,77,36.23238
108,서울,2019-01-10 23:00,0.5,78,35.9371
108,서울,2019-01-11 0:00,0.6,75,36.5065
108,서울,2019-01-11 1:00,0.7,75,36.66175
108,서울,2019-01-11 2:00,0.8,74,36.95208
108,서울,2019-01-11 3:00,0.6,75,36.5065
108,서울,2019-01-11 4:00,0.3,76,35.90072
108,서울,2019-01-11 5:00,0.1,76,35.58824
108,서울,2019-01-11 6:00,0.1,75,35.73025
108,서울,2019-01-11 7:00,-0.1,76,35.27576
108,서울,2019-01-11 8:00,-0.3,78,34.67134
108,서울,2019-01-11 9:00,-0.2,75,35.2645
108,서울,2019-01-11 10:00,1.1,66,38.47174
108,서울,2019-01-11 11:00,2.9,56,42.24876
108,서울,2019-01-11 12:00,4.7,47,45.57291
108,서울,2019-01-11 13:00,5.9,42,47.52622
108,서울,2019-01-11 14:00,6.8,41,48.70512
108,서울,2019-01-11 15:00,6.5,43,48.18305
108,서울,2019-01-11 16:00,6,43,47.5652
108,서울,2019-01-11 17:00,5,45,46.1425
108,서울,2019-01-11 18:00,4.3,45,45.26365
108,서울,2019-01-11 19:00,3.7,47,44.29761
108,서울,2019-01-11 20:00,2.9,49,43.04879
108,서울,2019-01-11 21:00,2.2,52,41.77856
108,서울,2019-01-11 22:00,1.6,54,40.72936
108,서울,2019-01-11 23:00,1.6,54,40.72936
108,서울,2019-01-12 0:00,1.2,58,39.66704
108,서울,2019-01-12 1:00,1.5,52,40.8512
108,서울,2019-01-12 2:00,1.4,56,40.20216
108,서울,2019-01-12 3:00,1.5,54,40.5949
108,서울,2019-01-12 4:00,1.4,52,40.71872
108,서울,2019-01-12 5:00,1.5,53,40.72305
108,서울,2019-01-12 6:00,1.5,54,40.5949
108,서울,2019-01-12 7:00,1.3,53,40.45611
108,서울,2019-01-12 8:00,1,56,39.6564
108,서울,2019-01-12 9:00,1.3,51,40.71637
108,서울,2019-01-12 10:00,2.5,52,42.176
108,서울,2019-01-12 11:00,3.8,46,44.53052
108,서울,2019-01-12 12:00,5.7,37,47.71391
108,서울,2019-01-12 13:00,6.8,35,49.1592
108,서울,2019-01-12 14:00,7,35,49.3905
108,서울,2019-01-12 15:00,7.8,33,50.44726
108,서울,2019-01-12 16:00,6.9,34,49.34954
108,서울,2019-01-12 17:00,5.5,42,47.0359
108,서울,2019-01-12 18:00,3.8,46,44.53052
108,서울,2019-01-12 19:00,2.7,48,42.90604
108,서울,2019-01-12 20:00,2.2,45,42.6271
108,서울,2019-01-12 21:00,1.4,50,40.977
108,서울,2019-01-12 22:00,0.7,53,39.65529
108,서울,2019-01-12 23:00,0,53,38.721
108,서울,2019-01-13 0:00,-0.6,56,37.47336
108,서울,2019-01-13 1:00,-1,60,36.316
108,서울,2019-01-13 2:00,-0.8,61,36.44588
108,서울,2019-01-13 3:00,-1.4,60,35.7544
108,서울,2019-01-13 4:00,-2.2,59,34.79598
108,서울,2019-01-13 5:00,-2.6,62,33.73212
108,서울,2019-01-13 6:00,-2.9,64,32.96156
108,서울,2019-01-13 7:00,-2.9,63,33.13327
108,서울,2019-01-13 8:00,-2.9,64,32.96156
108,서울,2019-01-13 9:00,-2.4,56,35.01744
108,서울,2019-01-13 10:00,-0.3,51,38.61253
108,서울,2019-01-13 11:00,2.5,42,43.3585
108,서울,2019-01-13 12:00,4,32,46.2312
108,서울,2019-01-13 13:00,6.3,31,48.90347
108,서울,2019-01-13 14:00,7,26,50.0538
108,서울,2019-01-13 15:00,7.1,25,50.23325
108,서울,2019-01-13 16:00,7.2,26,50.26728
108,서울,2019-01-13 17:00,5.7,31,48.23333
108,서울,2019-01-13 18:00,4.3,45,45.26365
108,서울,2019-01-13 19:00,3.1,63,41.73547
108,서울,2019-01-13 20:00,2.1,71,39.32409
108,서울,2019-01-13 21:00,1.4,75,37.7485
108,서울,2019-01-13 22:00,0.9,78,36.56998
108,서울,2019-01-13 23:00,0.3,74,36.18078
108,서울,2019-01-14 0:00,-0.2,77,34.97454
108,서울,2019-01-14 1:00,-0.7,78,34.03846
108,서울,2019-01-14 2:00,-1,79,33.4109
108,서울,2019-01-14 3:00,-1,78,33.5638
108,서울,2019-01-14 4:00,-1.2,80,32.9376
108,서울,2019-01-14 5:00,-1.6,80,32.2968
108,서울,2019-01-14 6:00,-1.9,80,31.8162
108,서울,2019-01-14 7:00,-2.2,82,31.00604
108,서울,2019-01-14 8:00,-2.2,79,31.50038
108,서울,2019-01-14 9:00,-1.7,75,32.93575
108,서울,2019-01-14 10:00,-0.4,72,35.39488
108,서울,2019-01-14 11:00,1.4,64,39.16904
108,서울,2019-01-14 12:00,3.1,56,42.52164
108,서울,2019-01-14 13:00,4.1,54,44.09086
108,서울,2019-01-14 14:00,4.8,53,45.12756
108,서울,2019-01-14 15:00,5.2,52,45.75296
108,서울,2019-01-14 16:00,4.9,52,45.35552
108,서울,2019-01-14 17:00,4.2,57,43.92106
108,서울,2019-01-14 18:00,3.2,62,41.99016
108,서울,2019-01-14 19:00,2.7,68,40.58064
108,서울,2019-01-14 20:00,2.5,72,39.811
108,서울,2019-01-14 21:00,2.2,74,39.11172
108,서울,2019-01-14 22:00,2.2,73,39.23294
108,서울,2019-01-14 23:00,2.1,73,39.07967
108,서울,2019-01-15 0:00,2.3,72,39.50644
108,서울,2019-01-15 1:00,2.4,73,39.53948
108,서울,2019-01-15 2:00,2.2,72,39.35416
108,서울,2019-01-15 3:00,1.9,72,38.89732
108,서울,2019-01-15 4:00,1.2,75,37.438
108,서울,2019-01-15 5:00,0.3,81,35.20057
108,서울,2019-01-15 6:00,-0.8,83,33.12564
108,서울,2019-01-15 7:00,-1.5,81,32.29915
108,서울,2019-01-15 8:00,-1.9,79,31.97801
108,서울,2019-01-15 9:00,-1.5,74,33.4041
108,서울,2019-01-15 10:00,-0.7,69,35.38783
108,서울,2019-01-15 11:00,0.1,62,37.57638
108,서울,2019-01-15 12:00,0,64,37.148
108,서울,2019-01-15 13:00,0.4,61,38.14256
108,서울,2019-01-15 14:00,1.6,49,41.36516
108,서울,2019-01-15 15:00,2.6,40,43.7156
108,서울,2019-01-15 16:00,1.1,31,43.09559
108,서울,2019-01-15 17:00,-1,43,38.9153
108,서울,2019-01-15 18:00,-2.8,34,38.22752
108,서울,2019-01-15 19:00,-3.9,43,35.33177
108,서울,2019-01-15 20:00,-5.3,47,32.81991
108,서울,2019-01-15 21:00,-6.2,51,30.85462
108,서울,2019-01-15 22:00,-6.5,51,30.46015
108,서울,2019-01-15 23:00,-6.8,51,30.06568
108,서울,2019-01-16 0:00,-7.1,52,29.45792
108,서울,2019-01-16 1:00,-7.3,52,29.19296
108,서울,2019-01-16 2:00,-7.7,53,28.44381
108,서울,2019-01-16 3:00,-8.1,50,28.5795
108,서울,2019-01-16 4:00,-8.8,53,26.97564
108,서울,2019-01-16 5:00,-9.3,51,26.77843
108,서울,2019-01-16 6:00,-9.4,50,26.883
108,서울,2019-01-16 7:00,-9.8,51,26.12098
108,서울,2019-01-16 8:00,-9.8,49,26.60102
108,서울,2019-01-16 9:00,-9.1,46,28.20686
108,서울,2019-01-16 10:00,-7.2,41,31.68252
108,서울,2019-01-16 11:00,-5.3,34,35.36102
108,서울,2019-01-16 12:00,-4.6,32,36.54072
108,서울,2019-01-16 13:00,-4,28,37.9472
108,서울,2019-01-16 14:00,-2.7,19,40.88813
108,서울,2019-01-16 15:00,-1.9,21,41.36299
108,서울,2019-01-16 16:00,-1.7,25,40.92725
108,서울,2019-01-16 17:00,-1.9,29,40.06851
108,서울,2019-01-16 18:00,-3.2,33,37.94356
108,서울,2019-01-16 19:00,-3.3,37,37.12721
108,서울,2019-01-16 20:00,-3.1,41,36.66771
108,서울,2019-01-16 21:00,-3.1,55,34.23605
108,서울,2019-01-16 22:00,-2.9,61,33.47669
108,서울,2019-01-16 23:00,-2.8,67,32.59376
108,서울,2019-01-17 0:00,-2.6,80,30.6948
108,서울,2019-01-17 1:00,-2.4,80,31.0152
108,서울,2019-01-17 2:00,-2.4,78,31.34872
108,서울,2019-01-17 3:00,-2.2,78,31.66516
108,서울,2019-01-17 4:00,-2.1,77,31.98717
108,서울,2019-01-17 5:00,-2.2,78,31.66516
108,서울,2019-01-17 6:00,-2.1,71,32.96991
108,서울,2019-01-17 7:00,-2.7,75,31.38325
108,서울,2019-01-17 8:00,-3.1,74,30.93594
108,서울,2019-01-17 9:00,-2.3,66,33.49618
108,서울,2019-01-17 10:00,-0.7,56,37.33692
108,서울,2019-01-17 11:00,0.7,39,41.56027
108,서울,2019-01-17 12:00,1.8,27,44.37814
108,서울,2019-01-17 13:00,2.4,21,45.73996
108,서울,2019-01-17 14:00,3.2,19,46.77692
108,서울,2019-01-17 15:00,3.3,20,46.7664
108,서울,2019-01-17 16:00,4,20,47.472
108,서울,2019-01-17 17:00,3,22,46.2374
108,서울,2019-01-17 18:00,1.6,27,44.16268
108,서울,2019-01-17 19:00,0.7,31,42.64883
108,서울,2019-01-17 20:00,0.1,39,40.84261
108,서울,2019-01-17 21:00,-0.7,42,39.43594
108,서울,2019-01-17 22:00,-1.5,40,38.771
108,서울,2019-01-17 23:00,-1.8,34,39.37412
108,서울,2019-01-18 0:00,-2.1,35,38.86635
108,서울,2019-01-18 1:00,-2.6,35,38.2881
108,서울,2019-01-18 2:00,-3,35,37.8255
108,서울,2019-01-18 3:00,-3.1,34,37.88354
108,서울,2019-01-18 4:00,-3.6,34,37.31024
108,서울,2019-01-18 5:00,-4,41,35.5734
108,서울,2019-01-18 6:00,-4.3,42,35.02306
108,서울,2019-01-18 7:00,-4.3,42,35.02306
108,서울,2019-01-18 8:00,-4.6,44,34.27824
108,서울,2019-01-18 9:00,-3.9,39,36.05821
108,서울,2019-01-18 10:00,-1.4,35,39.6759
108,서울,2019-01-18 11:00,1.8,30,44.0026
108,서울,2019-01-18 12:00,4.3,26,47.17182
108,서울,2019-01-18 13:00,5.3,23,48.51081
108,서울,2019-01-18 14:00,6.1,31,48.68009
108,서울,2019-01-18 15:00,6.5,33,48.96955
108,서울,2019-01-18 16:00,5.8,37,47.83154
108,서울,2019-01-18 17:00,4.5,45,45.51475
108,서울,2019-01-18 18:00,3,51,42.9517
108,서울,2019-01-18 19:00,2.2,55,41.4149
108,서울,2019-01-18 20:00,1.7,58,40.35914
108,서울,2019-01-18 21:00,1.5,60,39.826
108,서울,2019-01-18 22:00,1.4,63,39.29818
108,서울,2019-01-18 23:00,0.9,64,38.44724
108,서울,2019-01-19 0:00,0.4,67,37.30832
108,서울,2019-01-19 1:00,0.5,64,37.8698
108,서울,2019-01-19 2:00,0.5,64,37.8698
108,서울,2019-01-19 3:00,0.2,63,37.57774
108,서울,2019-01-19 4:00,0.1,63,37.43437
108,서울,2019-01-19 5:00,0.1,64,37.29236
108,서울,2019-01-19 6:00,0.2,64,37.43672
108,서울,2019-01-19 7:00,0.5,63,38.00785
108,서울,2019-01-19 8:00,0.6,62,38.28828
108,서울,2019-01-19 9:00,1.4,58,39.94388
108,서울,2019-01-19 10:00,2.7,53,42.32469
108,서울,2019-01-19 11:00,3.6,52,43.63328
108,서울,2019-01-19 12:00,5,50,45.675
108,서울,2019-01-19 13:00,6.3,51,47.29087
108,서울,2019-01-19 14:00,7.6,51,49.00024
108,서울,2019-01-19 15:00,8.1,48,49.84612
108,서울,2019-01-19 16:00,7.7,47,49.39881
108,서울,2019-01-19 17:00,7.7,48,49.33204
108,서울,2019-01-19 18:00,5.9,57,46.25737
108,서울,2019-01-19 19:00,4.7,62,44.12586
108,서울,2019-01-19 20:00,3.9,66,42.56926
108,서울,2019-01-19 21:00,3.9,66,42.56926
108,서울,2019-01-19 22:00,4.1,67,42.75953
108,서울,2019-01-19 23:00,4.3,67,43.05419
108,서울,2019-01-20 0:00,3.9,72,41.94292
108,서울,2019-01-20 1:00,3.6,76,41.05664
108,서울,2019-01-20 2:00,2.7,77,39.53421
108,서울,2019-01-20 3:00,2,78,38.3104
108,서울,2019-01-20 4:00,1.2,68,38.35584
108,서울,2019-01-20 5:00,0.2,54,38.84692
108,서울,2019-01-20 6:00,-0.8,47,38.55876
108,서울,2019-01-20 7:00,-1.6,52,36.74432
108,서울,2019-01-20 8:00,-2.4,50,36.018
108,서울,2019-01-20 9:00,-2.4,38,38.01912
108,서울,2019-01-20 10:00,-1.6,34,39.60344
108,서울,2019-01-20 11:00,-0.6,30,41.3458
108,서울,2019-01-20 12:00,-0.4,28,41.86112
108,서울,2019-01-20 13:00,0.7,26,43.32918
108,서울,2019-01-20 14:00,1.1,24,44.02036
108,서울,2019-01-20 15:00,1.5,20,44.952
108,서울,2019-01-20 16:00,1,20,44.448
108,서울,2019-01-20 17:00,0.1,21,43.39879
108,서울,2019-01-20 18:00,-1.4,24,41.40136
108,서울,2019-01-20 19:00,-2.4,29,39.51996
108,서울,2019-01-20 20:00,-3.2,31,38.29292
108,서울,2019-01-20 21:00,-4,33,37.0342
108,서울,2019-01-20 22:00,-4.8,36,35.55328
108,서울,2019-01-20 23:00,-5.4,38,34.46052
108,서울,2019-01-21 0:00,-5.5,40,33.947
108,서울,2019-01-21 1:00,-5.7,42,33.30694
108,서울,2019-01-21 2:00,-6.2,43,32.48966
108,서울,2019-01-21 3:00,-6.4,47,31.41708
108,서울,2019-01-21 4:00,-6.4,46,31.62344
108,서울,2019-01-21 5:00,-6.4,51,30.59164
108,서울,2019-01-21 6:00,-6.3,52,30.51776
108,서울,2019-01-21 7:00,-6.3,54,30.10702
108,서울,2019-01-21 8:00,-6.5,54,29.8381
108,서울,2019-01-21 9:00,-5.2,49,32.55848
108,서울,2019-01-21 10:00,-3.2,47,35.49804
108,서울,2019-01-21 11:00,-1.4,44,38.26416
108,서울,2019-01-21 12:00,0.4,57,38.69872
108,서울,2019-01-21 13:00,0.2,77,35.60346
108,서울,2019-01-21 14:00,1.9,66,39.64246
108,서울,2019-01-21 15:00,3,62,41.7054
108,서울,2019-01-21 16:00,3.9,58,43.40438
108,서울,2019-01-21 17:00,3.8,62,42.84444
108,서울,2019-01-21 18:00,3.4,64,42.05624
108,서울,2019-01-21 19:00,2.7,67,40.69691
108,서울,2019-01-21 20:00,2.3,64,40.46828
108,서울,2019-01-21 21:00,2,64,40.0352
108,서울,2019-01-21 22:00,1.3,68,38.50416
108,서울,2019-01-21 23:00,0.3,69,36.88093
108,서울,2019-01-22 0:00,-0.8,67,35.54036
108,서울,2019-01-22 1:00,-1.2,69,34.64128
108,서울,2019-01-22 2:00,-1.5,68,34.3512
108,서울,2019-01-22 3:00,-1.8,68,33.90624
108,서울,2019-01-22 4:00,-2.3,71,32.66733
108,서울,2019-01-22 5:00,-2.3,71,32.66733
108,서울,2019-01-22 6:00,-2.9,73,31.41617
108,서울,2019-01-22 7:00,-3.2,74,30.78168
108,서울,2019-01-22 8:00,-3.2,77,30.25764
108,서울,2019-01-22 9:00,-2.4,69,32.84956
108,서울,2019-01-22 10:00,-0.2,60,37.4392
108,서울,2019-01-22 11:00,3,62,41.7054
108,서울,2019-01-22 12:00,5.9,52,46.68032
108,서울,2019-01-22 13:00,6.4,45,47.9002
108,서울,2019-01-22 14:00,6.6,46,48.07364
108,서울,2019-01-22 15:00,6.4,46,47.82056
108,서울,2019-01-22 16:00,6.6,46,48.07364
108,서울,2019-01-22 17:00,5.4,50,46.197
108,서울,2019-01-22 18:00,4.3,52,44.56064
