지점,지점명,일시,기온(°C),습도(%),
108,서울,2019-04-02 6:00,1.3,54,40.32598
108,서울,2019-04-02 7:00,1.5,61,39.69785
108,서울,2019-04-02 8:00,2.9,55,42.36305
108,서울,2019-04-02 9:00,5.8,45,47.1469
108,서울,2019-04-02 10:00,7.4,31,50.13206
108,서울,2019-04-02 11:00,9.5,26,52.7223
108,서울,2019-04-02 12:00,10.5,23,53.90685
108,서울,2019-04-02 13:00,10.8,20,54.3264
108,서울,2019-04-02 14:00,11.8,19,55.36058
108,서울,2019-04-02 15:00,12.3,18,55.88086
108,서울,2019-04-02 16:00,12.5,18,56.0785
108,서울,2019-04-02 17:00,11.1,24,54.49636
108,서울,2019-04-02 18:00,9.8,22,53.22644
108,서울,2019-04-02 19:00,8.1,28,51.10232
108,서울,2019-04-02 20:00,7,33,49.5379
108,서울,2019-04-02 21:00,6.3,46,47.69402
108,서울,2019-04-02 22:00,5.8,38,47.74596
108,서울,2019-04-02 23:00,5.6,34,47.85896
108,서울,2019-04-03 0:00,5,38,46.797
108,서울,2019-04-03 1:00,4.2,40,45.6452
108,서울,2019-04-03 2:00,4.4,49,44.99144
108,서울,2019-04-03 3:00,3.8,56,43.47672
108,서울,2019-04-03 4:00,3.1,58,42.29702
108,서울,2019-04-03 5:00,2.6,64,40.90136
108,서울,2019-04-03 6:00,2,51,41.6368
108,서울,2019-04-03 7:00,2,50,41.76
108,서울,2019-04-03 8:00,3.5,41,44.69265
108,서울,2019-04-03 9:00,6.5,42,48.2617
108,서울,2019-04-03 10:00,9.3,30,52.3051
108,서울,2019-04-03 11:00,11.2,32,54.34416
108,서울,2019-04-03 12:00,12.4,25,55.838
108,서울,2019-04-03 13:00,12.8,22,56.30984
108,서울,2019-04-03 14:00,13.3,24,56.80108
108,서울,2019-04-03 15:00,13.2,19,56.75792
108,서울,2019-04-03 16:00,12.6,16,56.21384
108,서울,2019-04-03 17:00,12,20,55.536
108,서울,2019-04-03 18:00,10.6,25,53.9345
108,서울,2019-04-03 19:00,8.7,28,51.75464
108,서울,2019-04-03 20:00,7.6,29,50.49096
108,서울,2019-04-03 21:00,6.8,32,49.38624
108,서울,2019-04-03 22:00,6.4,33,48.85588
108,서울,2019-04-03 23:00,5.8,36,47.91712
108,서울,2019-04-04 0:00,5.5,39,47.30155
108,서울,2019-04-04 1:00,5.2,44,46.48512
108,서울,2019-04-04 2:00,4.7,51,45.18703
108,서울,2019-04-04 3:00,4,59,43.4394
108,서울,2019-04-04 4:00,3.7,64,42.48932
108,서울,2019-04-04 5:00,3.3,67,41.58089
108,서울,2019-04-04 6:00,3.2,69,41.21092
108,서울,2019-04-04 7:00,3.3,71,41.13957
108,서울,2019-04-04 8:00,4.7,61,44.22233
108,서울,2019-04-04 9:00,7.5,54,48.6625
108,서울,2019-04-04 10:00,9.6,49,51.72596
108,서울,2019-04-04 11:00,11.7,39,54.71737
108,서울,2019-04-04 12:00,13.3,33,56.69911
108,서울,2019-04-04 13:00,14.7,30,58.2829
108,서울,2019-04-04 14:00,15.2,25,58.799
108,서울,2019-04-04 15:00,15.6,23,59.19912
108,서울,2019-04-04 16:00,14.7,22,58.26266
108,서울,2019-04-04 17:00,14.1,23,57.64257
108,서울,2019-04-04 18:00,12.3,26,55.71102
108,서울,2019-04-04 19:00,11,28,54.2552
108,서울,2019-04-04 20:00,10.5,34,53.4773
108,서울,2019-04-04 21:00,9.9,32,52.87932
108,서울,2019-04-04 22:00,9.1,36,51.76624
108,서울,2019-04-04 23:00,8.3,48,50.10316
108,서울,2019-04-05 0:00,7.9,48,49.58908
108,서울,2019-04-05 1:00,7.4,56,48.38856
108,서울,2019-04-05 2:00,7.2,65,47.4702
108,서울,2019-04-05 3:00,7.1,69,47.03401
108,서울,2019-04-05 4:00,7.2,72,46.96816
108,서울,2019-04-05 5:00,7.5,73,47.35625
108,서울,2019-04-05 6:00,8,78,47.8036
108,서울,2019-04-05 7:00,8.3,84,47.91328
108,서울,2019-04-05 8:00,8.7,85,48.51305
108,서울,2019-04-05 9:00,9.8,77,50.69754
108,서울,2019-04-05 10:00,11.9,66,54.27646
108,서울,2019-04-05 11:00,13.7,40,57.1022
108,서울,2019-04-05 12:00,14.9,27,58.49077
108,서울,2019-04-05 13:00,16.1,19,59.65241
108,서울,2019-04-05 14:00,16.8,24,60.46768
108,서울,2019-04-05 15:00,17,19,60.5507
108,서울,2019-04-05 16:00,16.7,16,60.18428
108,서울,2019-04-05 17:00,15.8,16,59.31272
108,서울,2019-04-05 18:00,15,15,58.5325
108,서울,2019-04-05 19:00,13,21,56.5297
108,서울,2019-04-05 20:00,11.7,26,55.07058
108,서울,2019-04-05 21:00,11.1,22,54.56258
108,서울,2019-04-05 22:00,10.3,22,53.74034
108,서울,2019-04-05 23:00,9.6,22,53.02088
108,서울,2019-04-06 0:00,8.5,21,51.94915
108,서울,2019-04-06 1:00,8,25,51.185
108,서울,2019-04-06 2:00,7.3,26,50.37402
108,서울,2019-04-06 3:00,7,27,49.9801
108,서울,2019-04-06 4:00,6.5,29,49.28415
108,서울,2019-04-06 5:00,6.2,30,48.8734
108,서울,2019-04-06 6:00,5.9,27,48.79507
108,서울,2019-04-06 7:00,6.6,32,49.16088
108,서울,2019-04-06 8:00,7.7,36,50.13328
108,서울,2019-04-06 9:00,9.5,34,52.3307
108,서울,2019-04-06 10:00,11.3,30,54.5191
108,서울,2019-04-06 11:00,11.4,29,54.65994
108,서울,2019-04-06 12:00,12,27,55.3666
108,서울,2019-04-06 13:00,12,25,55.415
108,서울,2019-04-06 14:00,11.9,28,55.23368
108,서울,2019-04-06 15:00,12,28,55.3424
108,서울,2019-04-06 16:00,11.5,35,54.59475
108,서울,2019-04-06 17:00,10.4,48,52.80208
108,서울,2019-04-06 18:00,9.9,42,52.42942
108,서울,2019-04-06 19:00,10.1,45,52.54555
108,서울,2019-04-06 20:00,9.9,54,51.88954
108,서울,2019-04-06 21:00,9.6,59,51.24636
108,서울,2019-04-06 22:00,9.4,60,50.9176
108,서울,2019-04-06 23:00,8.8,75,49.237
108,서울,2019-04-07 0:00,8.6,75,48.9265
108,서울,2019-04-07 1:00,8.5,72,48.9478
108,서울,2019-04-07 2:00,8.4,72,48.79552
108,서울,2019-04-07 3:00,7.9,76,47.77496
108,서울,2019-04-07 4:00,7.3,82,46.41314
108,서울,2019-04-07 5:00,6.5,85,44.87975
108,서울,2019-04-07 6:00,6.1,89,43.88871
108,서울,2019-04-07 7:00,5.6,84,43.48096
108,서울,2019-04-07 8:00,6.9,75,46.28725
108,서울,2019-04-07 9:00,9.3,61,50.72627
108,서울,2019-04-07 10:00,12.4,52,55.29152
108,서울,2019-04-07 11:00,14.7,36,58.29808
108,서울,2019-04-07 12:00,16.6,33,60.45022
108,서울,2019-04-07 13:00,17.9,28,61.75688
108,서울,2019-04-07 14:00,18.7,21,62.33173
108,서울,2019-04-07 15:00,19.9,18,63.39118
108,서울,2019-04-07 16:00,19.6,14,62.89056
108,서울,2019-04-07 17:00,18.3,21,61.92457
108,서울,2019-04-07 18:00,17.6,18,61.11832
108,서울,2019-04-07 19:00,15.8,24,59.42008
108,서울,2019-04-07 20:00,13.7,26,57.20538
108,서울,2019-04-07 21:00,12.6,23,56.08602
108,서울,2019-04-07 22:00,11.8,24,55.22968
108,서울,2019-04-07 23:00,10.9,25,54.25175
108,서울,2019-04-08 0:00,10.6,27,53.85838
108,서울,2019-04-08 1:00,10.5,27,53.75065
108,서울,2019-04-08 2:00,10,27,53.212
108,서울,2019-04-08 3:00,9.5,25,52.77125
108,서울,2019-04-08 4:00,8.7,27,51.81151
108,서울,2019-04-08 5:00,8.2,27,51.27286
108,서울,2019-04-08 6:00,8.1,31,50.91389
108,서울,2019-04-08 7:00,7.7,30,50.5339
108,서울,2019-04-08 8:00,8.4,29,51.36864
108,서울,2019-04-08 9:00,10.3,26,53.57622
108,서울,2019-04-08 10:00,12,22,55.4876
108,서울,2019-04-08 11:00,13.4,21,56.93686
108,서울,2019-04-08 12:00,14.5,18,58.0549
108,서울,2019-04-08 13:00,15,15,58.5325
108,서울,2019-04-08 14:00,15.9,14,59.38074
108,서울,2019-04-08 15:00,16.4,13,59.83568
108,서울,2019-04-08 16:00,16.8,12,60.18784
108,서울,2019-04-08 17:00,16.7,16,60.18428
108,서울,2019-04-08 18:00,13.8,30,57.2866
108,서울,2019-04-08 19:00,12.3,27,55.68979
108,서울,2019-04-08 20:00,11.3,26,54.64362
108,서울,2019-04-08 21:00,10.7,28,53.92904
108,서울,2019-04-08 22:00,10.5,29,53.67255
108,서울,2019-04-08 23:00,10,33,52.948
108,서울,2019-04-09 0:00,9.3,34,52.10138
108,서울,2019-04-09 1:00,8.9,37,51.47807
108,서울,2019-04-09 2:00,8.5,34,51.1841
108,서울,2019-04-09 3:00,8.9,32,51.75252
108,서울,2019-04-09 4:00,8.7,32,51.52716
108,서울,2019-04-09 5:00,8.7,32,51.52716
108,서울,2019-04-09 6:00,8.4,31,51.24896
108,서울,2019-04-09 7:00,8.8,29,51.80748
108,서울,2019-04-09 8:00,9.8,27,52.99654
108,서울,2019-04-09 9:00,11.7,24,55.12492
108,서울,2019-04-09 10:00,13,22,56.5154
108,서울,2019-04-09 11:00,13.3,21,56.83507
108,서울,2019-04-09 12:00,13.1,20,56.6448
108,서울,2019-04-09 13:00,13.1,18,56.67142
108,서울,2019-04-09 14:00,13.4,18,56.96788
108,서울,2019-04-09 15:00,13.4,24,56.90584
108,서울,2019-04-09 16:00,12.5,32,55.809
108,서울,2019-04-09 17:00,10.5,53,52.73535
108,서울,2019-04-09 18:00,7.4,83,46.50558
108,서울,2019-04-09 19:00,7,86,45.6318
108,서울,2019-04-09 20:00,6.5,87,44.72245
108,서울,2019-04-09 21:00,5.7,88,43.29884
108,서울,2019-04-09 22:00,5,88,42.122
108,서울,2019-04-09 23:00,4.7,91,41.32823
108,서울,2019-04-10 0:00,4.8,91,41.49932
108,서울,2019-04-10 1:00,4.8,88,41.78576
108,서울,2019-04-10 2:00,4.9,87,42.04837
108,서울,2019-04-10 3:00,4.9,89,41.85939
108,서울,2019-04-10 4:00,5.1,86,42.47514
108,서울,2019-04-10 5:00,5.2,85,42.7328
108,서울,2019-04-10 6:00,5.4,81,43.42126
108,서울,2019-04-10 7:00,5.6,80,43.8312
108,서울,2019-04-10 8:00,6.1,77,44.88003
108,서울,2019-04-10 9:00,6.4,74,45.59064
108,서울,2019-04-10 10:00,7.2,80,46.3944
108,서울,2019-04-10 11:00,7,83,45.8529
108,서울,2019-04-10 12:00,6.9,86,45.46566
108,서울,2019-04-10 13:00,7.7,85,46.86155
108,서울,2019-04-10 14:00,8.6,76,48.86864
108,서울,2019-04-10 15:00,8.7,79,48.85427
108,서울,2019-04-10 16:00,9.5,69,50.61745
108,서울,2019-04-10 17:00,9.8,67,51.15734
108,서울,2019-04-10 18:00,9.9,65,51.39465
108,서울,2019-04-10 19:00,9.1,68,50.07312
108,서울,2019-04-10 20:00,8.7,69,49.42297
108,서울,2019-04-10 21:00,8.5,70,49.0655
108,서울,2019-04-10 22:00,7.8,76,47.61872
108,서울,2019-04-10 23:00,6.9,81,45.83911
108,서울,2019-04-11 0:00,6.4,83,44.87388
108,서울,2019-04-11 1:00,5.9,86,43.80426
108,서울,2019-04-11 2:00,5.2,92,42.09216
108,서울,2019-04-11 3:00,5,87,42.2155
108,서울,2019-04-11 4:00,4.6,86,41.64444
108,서울,2019-04-11 5:00,4.4,88,41.11328
108,서울,2019-04-11 6:00,4.3,87,41.04559
108,서울,2019-04-11 7:00,4.5,88,41.2814
108,서울,2019-04-11 8:00,5.8,82,43.98044
108,서울,2019-04-11 9:00,7.6,73,47.50952
108,서울,2019-04-11 10:00,10.1,63,51.77137
108,서울,2019-04-11 11:00,12.1,54,54.84766
108,서울,2019-04-11 12:00,13.4,42,56.71972
108,서울,2019-04-11 13:00,14.7,40,58.3082
108,서울,2019-04-11 14:00,14.9,23,58.47273
108,서울,2019-04-11 15:00,14.8,35,58.4112
108,서울,2019-04-11 16:00,15.2,30,58.8364
108,서울,2019-04-11 17:00,14.4,33,57.94948
108,서울,2019-04-11 18:00,12.9,36,56.19856
108,서울,2019-04-11 19:00,11.5,43,54.36155
108,서울,2019-04-11 20:00,10.5,46,53.0087
108,서울,2019-04-11 21:00,9.7,50,51.8085
108,서울,2019-04-11 22:00,9.2,55,50.8964
108,서울,2019-04-11 23:00,8.9,53,50.59983
108,서울,2019-04-12 0:00,8.4,54,49.87264
108,서울,2019-04-12 1:00,8,58,49.0796
108,서울,2019-04-12 2:00,7.6,63,48.18712
108,서울,2019-04-12 3:00,6.7,69,46.43677
108,서울,2019-04-12 4:00,6.2,72,45.44536
108,서울,2019-04-12 5:00,5.7,77,44.25111
108,서울,2019-04-12 6:00,5.8,84,43.80928
108,서울,2019-04-12 7:00,5.6,83,43.56852
108,서울,2019-04-12 8:00,7,75,46.4425
108,서울,2019-04-12 9:00,9.7,61,51.29183
108,서울,2019-04-12 10:00,12.3,44,55.32888
108,서울,2019-04-12 11:00,14.3,30,57.8401
108,서울,2019-04-12 12:00,15.9,31,59.62571
108,서울,2019-04-12 13:00,17.1,25,60.80825
108,서울,2019-04-12 14:00,17.9,23,61.58583
108,서울,2019-04-12 15:00,18.2,25,61.9715
108,서울,2019-04-12 16:00,18,21,61.6192
108,서울,2019-04-12 17:00,16.7,27,60.42991
108,서울,2019-04-12 18:00,14.9,29,58.49979
108,서울,2019-04-12 19:00,12.9,31,56.27501
108,서울,2019-04-12 20:00,11.5,39,54.47815
108,서울,2019-04-12 21:00,10.8,37,53.71304
108,서울,2019-04-12 22:00,10,41,52.596
108,서울,2019-04-12 23:00,9.3,47,51.43929
108,서울,2019-04-13 0:00,8.8,52,50.52224
108,서울,2019-04-13 1:00,8.2,56,49.48008
108,서울,2019-04-13 2:00,7.6,55,48.7292
108,서울,2019-04-13 3:00,7.2,62,47.68536
108,서울,2019-04-13 4:00,6.7,63,46.89679
108,서울,2019-04-13 5:00,6.4,64,46.38704
108,서울,2019-04-13 6:00,6.2,65,46.0167
108,서울,2019-04-13 7:00,6.4,64,46.38704
108,서울,2019-04-13 8:00,8.1,52,49.59488
108,서울,2019-04-13 9:00,10.6,42,53.28748
108,서울,2019-04-13 10:00,13.3,30,56.7331
108,서울,2019-04-13 11:00,14.7,23,58.26519
108,서울,2019-04-13 12:00,15.8,20,59.3664
108,서울,2019-04-13 13:00,17.1,18,60.62422
108,서울,2019-04-13 14:00,17.3,15,60.73705
108,서울,2019-04-13 15:00,17.6,15,61.0246
108,서울,2019-04-13 16:00,17.3,16,60.76532
108,서울,2019-04-13 17:00,16.7,18,60.22894
108,서울,2019-04-13 18:00,15.4,18,58.94428
108,서울,2019-04-13 19:00,13.6,21,57.14044
108,서울,2019-04-13 20:00,12.4,25,55.838
108,서울,2019-04-13 21:00,11.5,25,54.88625
108,서울,2019-04-13 22:00,10.7,26,54.00318
108,서울,2019-04-13 23:00,10.6,23,54.01062
108,서울,2019-04-14 0:00,10.1,25,53.40575
108,서울,2019-04-14 1:00,9.8,25,53.0885
108,서울,2019-04-14 2:00,9.4,28,52.51568
108,서울,2019-04-14 3:00,9.1,31,52.03079
108,서울,2019-04-14 4:00,8.9,29,51.91719
108,서울,2019-04-14 5:00,9.5,25,52.77125
108,서울,2019-04-14 6:00,9.5,39,52.08595
108,서울,2019-04-14 7:00,8.9,53,50.59983
108,서울,2019-04-14 8:00,8.4,62,49.39392
108,서울,2019-04-14 9:00,8.5,61,49.59515
108,서울,2019-04-14 10:00,8,78,47.8036
108,서울,2019-04-14 11:00,7.8,83,47.15826
108,서울,2019-04-14 12:00,8.1,88,47.33372
108,서울,2019-04-14 13:00,9.5,80,50.079
108,서울,2019-04-14 14:00,11.5,69,53.60365
108,서울,2019-04-14 15:00,12.7,63,55.49899
108,서울,2019-04-14 16:00,13.5,53,56.73945
108,서울,2019-04-14 17:00,13,54,56.0578
108,서울,2019-04-14 18:00,12.7,24,56.17252
108,서울,2019-04-14 19:00,11.1,21,54.59569
108,서울,2019-04-14 20:00,10,23,53.388
108,서울,2019-04-14 21:00,9.1,25,52.34825
108,서울,2019-04-14 22:00,8.5,26,51.6549
108,서울,2019-04-14 23:00,7.7,30,50.5339
108,서울,2019-04-15 0:00,6.9,33,49.42423
108,서울,2019-04-15 1:00,6,39,47.8996
108,서울,2019-04-15 2:00,5.3,42,46.79074
108,서울,2019-04-15 3:00,4.6,42,45.93268
108,서울,2019-04-15 4:00,4.2,43,45.34094
108,서울,2019-04-15 5:00,4.5,41,45.90855
108,서울,2019-04-15 6:00,4,48,44.5768
108,서울,2019-04-15 7:00,4.5,43,45.71165
108,서울,2019-04-15 8:00,6.8,38,48.93216
108,서울,2019-04-15 9:00,10.1,28,53.27672
108,서울,2019-04-15 10:00,12.8,23,56.29356
108,서울,2019-04-15 11:00,14.8,19,58.35488
108,서울,2019-04-15 12:00,16.8,22,60.42104
108,서울,2019-04-15 13:00,17.3,19,60.85013
108,서울,2019-04-15 14:00,17.7,15,61.12045
108,서울,2019-04-15 15:00,17.6,14,60.99336
108,서울,2019-04-15 16:00,17.6,14,60.99336
108,서울,2019-04-15 17:00,17.5,14,60.8985
108,서울,2019-04-15 18:00,16.8,17,60.30444
108,서울,2019-04-15 19:00,14.8,24,58.37248
108,서울,2019-04-15 20:00,13.6,28,57.08192
108,서울,2019-04-15 21:00,12.6,33,55.90342
108,서울,2019-04-15 22:00,11.7,38,54.74454
108,서울,2019-04-15 23:00,10.6,42,53.28748
108,서울,2019-04-16 0:00,10.1,43,52.63157
108,서울,2019-04-16 1:00,9.8,44,52.21488
108,서울,2019-04-16 2:00,9.5,49,51.59645
108,서울,2019-04-16 3:00,8.5,51,50.18365
108,서울,2019-04-16 4:00,8.1,52,49.59488
108,서울,2019-04-16 5:00,7.5,52,48.8
108,서울,2019-04-16 6:00,6.9,52,48.00512
108,서울,2019-04-16 7:00,7.2,51,48.47428
108,서울,2019-04-16 8:00,10,38,52.728
108,서울,2019-04-16 9:00,13,29,56.4153
108,서울,2019-04-16 10:00,15.8,22,59.39324
108,서울,2019-04-16 11:00,17.3,21,60.90667
108,서울,2019-04-16 12:00,19.7,15,63.03745
108,서울,2019-04-16 13:00,20.6,14,63.83916
108,서울,2019-04-16 14:00,21.8,13,64.90466
108,서울,2019-04-16 15:00,22.1,11,65.03469
108,서울,2019-04-16 16:00,21.9,11,64.85091
108,서울,2019-04-16 17:00,21.2,11,64.20768
108,서울,2019-04-16 18:00,20,12,63.16
108,서울,2019-04-16 19:00,18,15,61.408
108,서울,2019-04-16 20:00,16.6,15,60.0661
108,서울,2019-04-16 21:00,16,16,59.5064
108,서울,2019-04-16 22:00,14.7,21,58.26013
108,서울,2019-04-16 23:00,13.5,22,57.0293
108,서울,2019-04-17 0:00,12.9,24,56.38204
108,서울,2019-04-17 1:00,11.9,25,55.30925
108,서울,2019-04-17 2:00,11.3,28,54.58136
108,서울,2019-04-17 3:00,10.9,25,54.25175
108,서울,2019-04-17 4:00,10.4,28,53.60288
108,서울,2019-04-17 5:00,9.5,33,52.37965
108,서울,2019-04-17 6:00,9.2,29,52.24632
108,서울,2019-04-17 7:00,9.4,32,52.31592
108,서울,2019-04-17 8:00,11.9,27,55.25887
108,서울,2019-04-17 9:00,15.3,22,58.87934
108,서울,2019-04-17 10:00,17.9,18,61.41478
108,서울,2019-04-17 11:00,20,18,63.49
108,서울,2019-04-17 12:00,20.8,23,64.59516
108,서울,2019-04-17 13:00,21.6,25,65.567
108,서울,2019-04-17 14:00,21.2,38,66.01344
108,서울,2019-04-17 15:00,21.1,37,65.82893
108,서울,2019-04-17 16:00,20.8,34,65.28728
108,서울,2019-04-17 17:00,19.8,36,64.24672
108,서울,2019-04-17 18:00,18.6,43,63.13502
108,서울,2019-04-17 19:00,16.3,52,60.45824
108,서울,2019-04-17 20:00,14.7,62,58.36386
108,서울,2019-04-17 21:00,13.9,62,57.22482
108,서울,2019-04-17 22:00,13.4,64,56.49224
108,서울,2019-04-17 23:00,13,61,55.9577
108,서울,2019-04-18 0:00,12.9,59,55.84689
108,서울,2019-04-18 1:00,13,58,56.0006
108,서울,2019-04-18 2:00,12.3,65,54.88305
108,서울,2019-04-18 3:00,11.7,66,53.98378
108,서울,2019-04-18 4:00,11.3,69,53.30503
108,서울,2019-04-18 5:00,11.1,66,53.10574
108,서울,2019-04-18 6:00,11.2,64,53.31632
108,서울,2019-04-18 7:00,11.9,65,54.30165
108,서울,2019-04-18 8:00,13,64,55.9148
108,서울,2019-04-18 9:00,13.9,66,57.20326
108,서울,2019-04-18 10:00,14.5,64,58.0802
108,서울,2019-04-18 11:00,14.5,64,58.0802
108,서울,2019-04-18 12:00,14.5,64,58.0802
108,서울,2019-04-18 13:00,15.7,57,59.72551
108,서울,2019-04-18 14:00,15.3,62,59.21814
108,서울,2019-04-18 15:00,14.5,70,58.0835
108,서울,2019-04-18 16:00,13.6,79,56.65556
108,서울,2019-04-18 17:00,13.1,81,55.83289
108,서울,2019-04-18 18:00,12.7,83,55.15359
108,서울,2019-04-18 19:00,12.3,85,54.45845
108,서울,2019-04-18 20:00,12.2,86,54.27108
108,서울,2019-04-18 21:00,11.8,89,53.52798
108,서울,2019-04-18 22:00,11.3,91,52.62017
108,서울,2019-04-18 23:00,10.9,92,51.90072
108,서울,2019-04-19 0:00,10.4,93,51.00028
108,서울,2019-04-19 1:00,10,92,50.352
108,서울,2019-04-19 2:00,10.1,88,50.69612
108,서울,2019-04-19 3:00,9.8,93,49.96186
108,서울,2019-04-19 4:00,9.7,93,49.78879
108,서울,2019-04-19 5:00,9.8,87,50.23774
108,서울,2019-04-19 6:00,10,83,50.748
108,서울,2019-04-19 7:00,10.7,70,52.3721
108,서울,2019-04-19 8:00,11.2,60,53.4448
108,서울,2019-04-19 9:00,12.1,55,54.82445
108,서울,2019-04-19 10:00,12.8,50,55.854
108,서울,2019-04-19 11:00,13.3,47,56.54049
108,서울,2019-04-19 12:00,13.7,45,57.06535
108,서울,2019-04-19 13:00,15.6,40,59.3936
108,서울,2019-04-19 14:00,17.5,39,61.65475
108,서울,2019-04-19 15:00,18.4,38,62.69208
108,서울,2019-04-19 16:00,19.1,36,63.43024
108,서울,2019-04-19 17:00,19.3,34,63.56738
108,서울,2019-04-19 18:00,18.9,34,63.10874
108,서울,2019-04-19 19:00,17.5,41,61.71525
108,서울,2019-04-19 20:00,16.2,47,60.23886
108,서울,2019-04-19 21:00,15.1,52,58.86848
108,서울,2019-04-19 22:00,14.1,56,57.53004
108,서울,2019-04-19 23:00,13.3,57,56.42719
108,서울,2019-04-20 0:00,12.5,60,55.27
108,서울,2019-04-20 1:00,11.7,62,54.09246
108,서울,2019-04-20 2:00,11.1,64,53.17196
108,서울,2019-04-20 3:00,10.4,69,51.96124
108,서울,2019-04-20 4:00,9.9,69,51.21469
108,서울,2019-04-20 5:00,9.8,69,51.06538
108,서울,2019-04-20 6:00,10.5,66,52.2277
108,서울,2019-04-20 7:00,11.1,65,53.13885
108,서울,2019-04-20 8:00,12.1,60,54.7084
108,서울,2019-04-20 9:00,13.1,61,56.09909
108,서울,2019-04-20 10:00,14.5,62,58.0791
108,서울,2019-04-20 11:00,16.4,53,60.61008
108,서울,2019-04-20 12:00,17,53,61.4109
108,서울,2019-04-20 13:00,17.7,48,62.18404
108,서울,2019-04-20 14:00,17.7,50,62.2485
108,서울,2019-04-20 15:00,18.9,46,63.63806
108,서울,2019-04-20 16:00,18.2,47,62.78946
108,서울,2019-04-20 17:00,17,60,61.588
108,서울,2019-04-20 18:00,16.1,66,60.42274
108,서울,2019-04-20 19:00,15.5,69,59.57605
108,서울,2019-04-20 20:00,15,73,58.8515
108,서울,2019-04-20 21:00,14.7,78,58.40434
108,서울,2019-04-20 22:00,13.9,92,57.06312
108,서울,2019-04-20 23:00,13.7,94,56.70422
108,서울,2019-04-21 0:00,13.5,96,56.3374
108,서울,2019-04-21 1:00,13,96,55.4572
108,서울,2019-04-21 2:00,13,97,55.4429
108,서울,2019-04-21 3:00,12.8,97,55.08884
108,서울,2019-04-21 4:00,12.4,96,54.40096
108,서울,2019-04-21 5:00,12.3,96,54.22492
108,서울,2019-04-21 6:00,12.2,96,54.04888
108,서울,2019-04-21 7:00,12.7,96,54.92908
108,서울,2019-04-21 8:00,13,94,55.4858
108,서울,2019-04-21 9:00,13.4,93,56.19238
108,서울,2019-04-21 10:00,14.2,84,57.59872
108,서울,2019-04-21 11:00,14.7,85,58.42205
108,서울,2019-04-21 12:00,16.1,69,60.47191
108,서울,2019-04-21 13:00,17.3,64,62.12228
108,서울,2019-04-21 14:00,17.9,64,62.98844
108,서울,2019-04-21 15:00,19.3,60,64.8172
108,서울,2019-04-21 16:00,19.8,57,65.36014
108,서울,2019-04-21 17:00,20.1,54,65.60446
108,서울,2019-04-21 18:00,18,59,62.9568
108,서울,2019-04-21 19:00,16.5,65,60.98775
108,서울,2019-04-21 20:00,15.6,68,59.71392
108,서울,2019-04-21 21:00,14.3,69,57.78433
108,서울,2019-04-21 22:00,13.5,73,56.55245
108,서울,2019-04-21 23:00,13,77,55.7289
108,서울,2019-04-22 0:00,12.5,79,54.90425
108,서울,2019-04-22 1:00,12.1,81,54.22099
108,서울,2019-04-22 2:00,11.6,83,53.35872
108,서울,2019-04-22 3:00,11.4,83,53.03238
108,서울,2019-04-22 4:00,11.2,84,52.67392
108,서울,2019-04-22 5:00,10.8,84,52.01728
108,서울,2019-04-22 6:00,10.7,86,51.77898
108,서울,2019-04-22 7:00,11.4,81,53.09266
108,서울,2019-04-22 8:00,13.5,70,56.5805
108,서울,2019-04-22 9:00,16.4,61,60.76496
108,서울,2019-04-22 10:00,18.8,55,63.8996
108,서울,2019-04-22 11:00,21,47,66.3603
108,서울,2019-04-22 12:00,22.9,35,67.77885
108,서울,2019-04-22 13:00,24.4,27,68.72512
108,서울,2019-04-22 14:00,26.1,24,70.21036
108,서울,2019-04-22 15:00,27.4,23,71.44398
108,서울,2019-04-22 16:00,28,21,71.7982
108,서울,2019-04-22 17:00,27.6,23,71.65152
108,서울,2019-04-22 18:00,25.8,29,70.45818
108,서울,2019-04-22 19:00,24.3,33,69.20281
108,서울,2019-04-22 20:00,22.5,38,67.5555
108,서울,2019-04-22 21:00,21.3,40,66.2678
108,서울,2019-04-22 22:00,20,47,65.085
108,서울,2019-04-22 23:00,19.1,41,63.66069
108,서울,2019-04-23 0:00,18.2,48,62.82664
108,서울,2019-04-23 1:00,17.5,52,62.048
108,서울,2019-04-23 2:00,16.8,55,61.1906
108,서울,2019-04-23 3:00,16.4,58,60.70688
108,서울,2019-04-23 4:00,16.2,59,60.44742
108,서울,2019-04-23 5:00,16,61,60.1994
108,서울,2019-04-23 6:00,15.3,64,59.23508
108,서울,2019-04-23 7:00,15.6,58,59.59952
108,서울,2019-04-23 8:00,17.9,48,62.44108
108,서울,2019-04-23 9:00,20.4,42,65.30032
108,서울,2019-04-23 10:00,22.1,41,67.30839
108,서울,2019-04-23 11:00,23.9,41,69.49701
108,서울,2019-04-23 12:00,25.1,39,70.74511
108,서울,2019-04-23 13:00,25,40,70.73
108,서울,2019-04-23 14:00,25.3,38,70.87686
108,서울,2019-04-23 15:00,25.3,39,70.98433
108,서울,2019-04-23 16:00,24.7,42,70.57126
108,서울,2019-04-23 17:00,24.4,44,70.40064
108,서울,2019-04-23 18:00,23.3,50,69.5565
108,서울,2019-04-23 19:00,21.1,56,67.08084
108,서울,2019-04-23 20:00,19.8,58,65.41316
108,서울,2019-04-23 21:00,19,60,64.396
108,서울,2019-04-23 22:00,18.7,60,63.9748
108,서울,2019-04-23 23:00,18.3,62,63.48954
108,서울,2019-04-24 0:00,18,64,63.1328
